name,location,cuisine,cost_for_two,rating,restaurant_id,is_active,source_updated_at,ingested_at,budget_tier
New Udupi Upahar,Jayanagar,"South Indian, North Indian",300.0,3.5,gen_2842,True,,2026-05-15T17:50:27,low
New Banashankari Donne Biryani,Basavanagudi,"Biryani, North Indian",300.0,3.5,gen_2972,True,,2026-05-15T17:50:27,low
Freeze It,Jayanagar,Ice Cream,300.0,3.5,gen_3028,True,,2026-05-15T17:50:27,low
Delhite Food,Bellandur,North Indian,300.0,3.5,gen_3902,True,,2026-05-15T17:50:27,low
Indiana Burgers,Sarjapur Road,Burger,300.0,3.5,gen_3929,True,,2026-05-15T17:50:27,low
Delite Chaat House,HSR,"Street Food, Gujarati",300.0,3.5,gen_3933,True,,2026-05-15T17:50:27,low
Tarbouche,Sarjapur Road,Turkish,300.0,3.5,gen_3994,True,,2026-05-15T17:50:27,low
Homifoo,HSR,North Indian,300.0,3.5,gen_4133,True,,2026-05-15T17:50:27,low
Rolls On Wheels,Sarjapur Road,"Fast Food, Rolls, Momos",300.0,3.5,gen_4438,True,,2026-05-15T17:50:27,low
New Alameen Restaurant,Ulsoor,"Kerala, North Indian, Chinese",300.0,3.5,gen_5170,True,,2026-05-15T17:50:27,low
Oregano Pizzeria,Frazer Town,"Italian, Pizza",300.0,3.5,gen_5204,True,,2026-05-15T17:50:27,low
The Brekkie Shop,MG Road,"Healthy Food, Sandwich",300.0,3.5,gen_5230,True,,2026-05-15T17:50:27,low
Kenz Karam,Frazer Town,"Desserts, Beverages",300.0,3.5,gen_5354,True,,2026-05-15T17:50:27,low
Bangalore Bytes,Brigade Road,"Fast Food, South Indian, Biryani",300.0,3.5,gen_5397,True,,2026-05-15T17:50:27,low
Rolls On Wheels,Brigade Road,"Fast Food, Rolls, Momos",300.0,3.5,gen_5523,True,,2026-05-15T17:50:27,low
Ooty Chocolates,Residency Road,Desserts,300.0,3.5,gen_5893,True,,2026-05-15T17:50:27,low
Indiana Burgers,Whitefield,Burger,300.0,3.5,gen_6855,True,,2026-05-15T17:50:27,low
Chatora,Marathahalli,"North Indian, Fast Food, Street Food",300.0,3.5,gen_6936,True,,2026-05-15T17:50:27,low
Bengaluru Square,Marathahalli,"Chinese, Beverages, Andhra",300.0,3.5,gen_7203,True,,2026-05-15T17:50:27,low
Apna Hotel,Whitefield,"North Indian, Hyderabadi",300.0,3.5,gen_7396,True,,2026-05-15T17:50:27,low
AutoExpress - Hot Dogs,Whitefield,Fast Food,300.0,3.5,gen_7437,True,,2026-05-15T17:50:27,low
Swad-Deshi Restaurant,Marathahalli,"South Indian, Chinese",300.0,3.5,gen_7459,True,,2026-05-15T17:50:27,low
Rajwada Food,Marathahalli,North Indian,300.0,3.5,gen_7571,True,,2026-05-15T17:50:27,low
Fusion Panda,Whitefield,"North Indian, Kebab",300.0,3.5,gen_7575,True,,2026-05-15T17:50:27,low
Barista,Koramangala 5th Block,Cafe,300.0,3.5,gen_8379,True,,2026-05-15T17:50:27,low
New Punjabi Pure Veg Restaurant,HSR,North Indian,300.0,3.5,gen_8622,True,,2026-05-15T17:50:27,low
Appana Restaurant,BTM,North Indian,300.0,3.5,gen_9285,True,,2026-05-15T17:50:27,low
Bisimillah Biriyani,BTM,"Biryani, Fast Food",300.0,3.5,gen_9287,True,,2026-05-15T17:50:27,low
Snaxup Restaurant,BTM,"North Indian, Fast Food, Beverages",300.0,3.5,gen_9580,True,,2026-05-15T17:50:27,low
Top Foam Parantha Roll & Juice Centre,BTM,"North Indian, Chinese, Fast Food, Rolls",300.0,3.5,gen_9608,True,,2026-05-15T17:50:27,low
Al Habibi Restaurant,BTM,"North Indian, Chinese",300.0,3.5,gen_9757,True,,2026-05-15T17:50:27,low
Biryani Spot,BTM,"South Indian, Biryani",300.0,3.5,gen_10167,True,,2026-05-15T17:50:27,low
Dabba Karkhana,BTM,North Indian,300.0,3.5,gen_10186,True,,2026-05-15T17:50:27,low
New Surya Sweets & Snacks,BTM,"Mithai, Fast Food",300.0,3.5,gen_10221,True,,2026-05-15T17:50:27,low
Hot Burg,BTM,"Fast Food, Juices",300.0,3.5,gen_10782,True,,2026-05-15T17:50:27,low
Lassi Corner,Electronic City,"Beverages, Desserts",300.0,3.5,gen_13449,True,,2026-05-15T17:50:27,low
Sri Krishna Sagar,Electronic City,"South Indian, North Indian",300.0,3.5,gen_13504,True,,2026-05-15T17:50:27,low
11 to 11 Express Biriyanis,Electronic City,"Biryani, Kebab",300.0,3.5,gen_13511,True,,2026-05-15T17:50:27,low
Hanchi Thinnuva,Electronic City,South Indian,300.0,3.5,gen_13688,True,,2026-05-15T17:50:27,low
Eatsy,Electronic City,"North Indian, South Indian",300.0,3.5,gen_13837,True,,2026-05-15T17:50:27,low
Bhaiya Ji Food Court,Electronic City,"North Indian, Chinese",300.0,3.5,gen_13910,True,,2026-05-15T17:50:27,low
Milkshake Kulture,Electronic City,Beverages,300.0,3.5,gen_13944,True,,2026-05-15T17:50:27,low
Grand Taj Durbar,Electronic City,"North Indian, Chinese",300.0,3.5,gen_14368,True,,2026-05-15T17:50:27,low
Mummy's Kitchen,Banaswadi,South Indian,300.0,3.5,gen_14942,True,,2026-05-15T17:50:27,low
Naidoo's Donne Biryani,Kammanahalli,"South Indian, Biryani",300.0,3.5,gen_15069,True,,2026-05-15T17:50:27,low
Bada Bing Burgers,Frazer Town,"Burger, Desserts",300.0,3.5,gen_15196,True,,2026-05-15T17:50:27,low
Thomson's Bakery,Frazer Town,Bakery,300.0,3.5,gen_15328,True,,2026-05-15T17:50:27,low
ChopServe,HSR,Chinese,300.0,3.5,gen_16080,True,,2026-05-15T17:50:27,low
Foxtail Rodeo,South Bangalore,"Chinese, Street Food",300.0,3.5,gen_16131,True,,2026-05-15T17:50:27,low
KafeKombos,HSR,"North Indian, South Indian, Oriya",300.0,3.5,gen_16683,True,,2026-05-15T17:50:27,low
Panchamuki Fastfood,HSR,"South Indian, Beverages",300.0,3.5,gen_17325,True,,2026-05-15T17:50:27,low
Neffy's - Cakes & More,Indiranagar,Bakery,300.0,3.5,gen_18228,True,,2026-05-15T17:50:27,low
KrumbKraft,Domlur,"Bakery, European",300.0,3.5,gen_18409,True,,2026-05-15T17:50:27,low
Barista,CV Raman Nagar,Cafe,300.0,3.5,gen_19209,True,,2026-05-15T17:50:27,low
The Little Kitchen,JP Nagar,"Chinese, North Indian",300.0,3.5,gen_20650,True,,2026-05-15T17:50:27,low
Sri Nandi Grand,BTM,"North Indian, South Indian",300.0,3.5,gen_21464,True,,2026-05-15T17:50:27,low
Spar Refresh,Bannerghatta Road,"North Indian, South Indian, Pizza",300.0,3.5,gen_21479,True,,2026-05-15T17:50:27,low
Thindi Mane,JP Nagar,South Indian,300.0,3.5,gen_21693,True,,2026-05-15T17:50:27,low
Fish Chain,Kammanahalli,"Seafood, BBQ, Burger, Biryani",300.0,3.5,gen_24145,True,,2026-05-15T17:50:27,low
Chinnu's Mane Biryani,Banaswadi,Biryani,300.0,3.5,gen_24151,True,,2026-05-15T17:50:27,low
Samprith Gowdru Mudde Hotel,Rammurthy Nagar,South Indian,300.0,3.5,gen_24319,True,,2026-05-15T17:50:27,low
The French Loaf,Kalyan Nagar,"Bakery, Desserts",300.0,3.5,gen_24446,True,,2026-05-15T17:50:27,low
Sri Datta Biryani House,Banaswadi,"Andhra, Biryani, Chinese, North Indian",300.0,3.5,gen_24557,True,,2026-05-15T17:50:27,low
Sri Sagar,Banaswadi,"South Indian, Street Food",300.0,3.5,gen_25087,True,,2026-05-15T17:50:27,low
Home Food,Kammanahalli,South Indian,300.0,3.5,gen_26045,True,,2026-05-15T17:50:27,low
Fish Chain,Kammanahalli,"BBQ, Seafood, Fast Food",300.0,3.5,gen_26052,True,,2026-05-15T17:50:27,low
The Choux Box,Koramangala 6th Block,"Desserts, Bakery",300.0,3.5,gen_27910,True,,2026-05-15T17:50:27,low
Mr. Meow's Hotdogs,Koramangala 6th Block,Fast Food,300.0,3.5,gen_28007,True,,2026-05-15T17:50:27,low
Pappu Chaiwalla,Koramangala 7th Block,"Fast Food, Tea, Beverages",300.0,3.5,gen_28730,True,,2026-05-15T17:50:27,low
Y Not Shawarma,BTM,Arabian,300.0,3.5,gen_30693,True,,2026-05-15T17:50:27,low
BongHomie,BTM,"Bengali, North Indian",300.0,3.5,gen_35931,True,,2026-05-15T17:50:27,low
Taste of Nepal,Koramangala 8th Block,Chinese,300.0,3.5,gen_36964,True,,2026-05-15T17:50:27,low
Ammus Hot N Cool,BTM,"North Indian, Fast Food, Kebab, Rolls, Beverages",300.0,3.5,gen_37268,True,,2026-05-15T17:50:27,low
Armaani Caffe,BTM,"Fast Food, Beverages",300.0,3.5,gen_37360,True,,2026-05-15T17:50:27,low
New Oottupura Restaurant,New BEL Road,Kerala,300.0,3.5,gen_39471,True,,2026-05-15T17:50:27,low
Amrut,Malleshwaram,"North Indian, Chinese, Fast Food",300.0,3.5,gen_39490,True,,2026-05-15T17:50:27,low
Eat & Drink,New BEL Road,"Fast Food, Chinese, Beverages",300.0,3.5,gen_39506,True,,2026-05-15T17:50:27,low
Five Star Chicken,Rajajinagar,"Fast Food, Burger",300.0,3.5,gen_39520,True,,2026-05-15T17:50:27,low
The Pastry Inn,Sanjay Nagar,Bakery,300.0,3.5,gen_39536,True,,2026-05-15T17:50:27,low
Totaram's Paranthas,New BEL Road,North Indian,300.0,3.5,gen_39585,True,,2026-05-15T17:50:27,low
Mom's Rasoi,Malleshwaram,"South Indian, Biryani",300.0,3.5,gen_39879,True,,2026-05-15T17:50:27,low
Basil Joint,New BEL Road,"Fast Food, Beverages",300.0,3.5,gen_39899,True,,2026-05-15T17:50:27,low
Prashanth Naati Corner,Yelahanka,"South Indian, Biryani",300.0,3.5,gen_39914,True,,2026-05-15T17:50:27,low
Hotel Savaji's,Rajajinagar,South Indian,300.0,3.5,gen_39921,True,,2026-05-15T17:50:27,low
Wow Sikkim Momo's,New BEL Road,"Chinese, North Indian",300.0,3.5,gen_39986,True,,2026-05-15T17:50:27,low
The Cupcake Story,Yeshwantpur,Bakery,300.0,3.5,gen_40083,True,,2026-05-15T17:50:27,low
Jigarthanda,Malleshwaram,"Beverages, Rolls",300.0,3.5,gen_40146,True,,2026-05-15T17:50:27,low
Aahara Vihar,Malleshwaram,"South Indian, North Indian, Chinese",300.0,3.5,gen_40221,True,,2026-05-15T17:50:27,low
Prajwal The Restaurant,Marathahalli,"North Indian, Chinese, Beverages",300.0,3.5,gen_40790,True,,2026-05-15T17:50:27,low
Panda Foods,Marathahalli,"North Indian, Juices",300.0,3.5,gen_41191,True,,2026-05-15T17:50:27,low
Crazy Crush - Juices & Desserts Cafe,Whitefield,"Beverages, Ice Cream, Fast Food",300.0,3.5,gen_41394,True,,2026-05-15T17:50:27,low
Five Star Chicken,Ulsoor,"Fast Food, Burger",300.0,3.5,gen_43597,True,,2026-05-15T17:50:27,low
Sumadhura Foods,Sahakara Nagar,"North Indian, Fast Food",300.0,3.5,gen_44022,True,,2026-05-15T17:50:27,low
Chinese Corner and Bengali Mess,Sanjay Nagar,"Chinese, Bengali",300.0,3.5,gen_44052,True,,2026-05-15T17:50:27,low
Eatsaa,New BEL Road,Chinese,300.0,3.5,gen_44283,True,,2026-05-15T17:50:27,low
Gupshap,New BEL Road,South Indian,300.0,3.5,gen_44601,True,,2026-05-15T17:50:27,low
New Krishna Sagar,Indiranagar,"South Indian, North Indian, Chinese",300.0,3.5,gen_44803,True,,2026-05-15T17:50:27,low
Donne Biryani House,Rajajinagar,Biryani,300.0,3.5,gen_46467,True,,2026-05-15T17:50:27,low
New Shanthi Sagar,Rajajinagar,"Chinese, Fast Food, North Indian",300.0,3.5,gen_46477,True,,2026-05-15T17:50:27,low
Ambika Biryani Corner,Rajajinagar,Biryani,300.0,3.5,gen_46522,True,,2026-05-15T17:50:27,low
Bangalore Agarwal Bhavan,Sarjapur Road,"North Indian, Street Food, Mithai",300.0,3.5,gen_48915,True,,2026-05-15T17:50:27,low
Donne Biryani Mane,Whitefield,Biryani,300.0,3.5,gen_50187,True,,2026-05-15T17:50:27,low
Estaa Sweets,Whitefield,Mithai,300.0,3.5,gen_50286,True,,2026-05-15T17:50:27,low
Nikhil's Food Court,Brookefield,"South Indian, North Indian, Chinese, Fast Food",300.0,3.5,gen_50341,True,,2026-05-15T17:50:27,low
Mangalore Lunch Home,Whitefield,"North Indian, South Indian, Mangalorean",300.0,3.5,gen_50618,True,,2026-05-15T17:50:27,low
Five Star Chicken,Whitefield,Fast Food,300.0,3.5,gen_50707,True,,2026-05-15T17:50:27,low
Golden Paradise,Whitefield,"North Indian, Chinese",300.0,3.5,gen_50749,True,,2026-05-15T17:50:27,low
Andhra Ghumaghumalu,Whitefield,"Andhra, Biryani, North Indian",300.0,3.5,gen_50844,True,,2026-05-15T17:50:27,low
Ice Cream Works,Whitefield,"Desserts, Ice Cream",300.0,3.5,gen_51027,True,,2026-05-15T17:50:27,low
Angel's Kitchen,Whitefield,Kerala,300.0,3.5,gen_51430,True,,2026-05-15T17:50:27,low
Calcutta Cafe,Kumaraswamy Layout,"Bengali, Chinese, Sandwich",350.0,3.5,gen_185,True,,2026-05-15T17:50:27,low
Chicken Hunt,Banashankari,"South Indian, North Indian, Chinese, Biryani",350.0,3.5,gen_410,True,,2026-05-15T17:50:27,low
Burj Hotel,Bannerghatta Road,"North Indian, Chinese",350.0,3.5,gen_983,True,,2026-05-15T17:50:27,low
New Karawali Lunch Home,Bannerghatta Road,Mangalorean,350.0,3.5,gen_1175,True,,2026-05-15T17:50:27,low
Tongue Twisters,BTM,"Bengali, North Indian, Oriya",350.0,3.5,gen_1506,True,,2026-05-15T17:50:27,low
The Taj Hotel,City Market,"Biryani, Mughlai",350.0,3.5,gen_3108,True,,2026-05-15T17:50:27,low
Kerala Panoor Restaurant,Bellandur,"Kerala, Seafood, Biryani, South Indian",350.0,3.5,gen_3815,True,,2026-05-15T17:50:27,low
B'Town Cafe & Restaurant,Marathahalli,"Arabian, Continental",350.0,3.5,gen_4408,True,,2026-05-15T17:50:27,low
Punjabi Dhaba,Ejipura,"North Indian, Chinese",350.0,3.5,gen_5131,True,,2026-05-15T17:50:27,low
Taste of Nepal,Koramangala 8th Block,"Nepalese, Momos, Chinese",350.0,3.5,gen_5247,True,,2026-05-15T17:50:27,low
Penta Cafe,Frazer Town,"Juices, Fast Food, Beverages",350.0,3.5,gen_5458,True,,2026-05-15T17:50:27,low
Al Sadique Restaurant,Frazer Town,"Mughlai, North Indian, Street Food",350.0,3.5,gen_5726,True,,2026-05-15T17:50:27,low
A.M New Punjab Food Corner,Koramangala 1st Block,"North Indian, Chinese",350.0,3.5,gen_9449,True,,2026-05-15T17:50:27,low
Five Star Chicken,BTM,Fast Food,350.0,3.5,gen_10667,True,,2026-05-15T17:50:27,low
Chill Out Cafe,Electronic City,"North Indian, Chinese",350.0,3.5,gen_13690,True,,2026-05-15T17:50:27,low
Shiv Shankar Hotel,Electronic City,"North Indian, Chinese",350.0,3.5,gen_13810,True,,2026-05-15T17:50:27,low
E - City Combos,Electronic City,"South Indian, North Indian, Chinese, Biryani",350.0,3.5,gen_13920,True,,2026-05-15T17:50:27,low
New Taj Biryani Centre,Frazer Town,"Biryani, South Indian",350.0,3.5,gen_15125,True,,2026-05-15T17:50:27,low
Biryani Affair,HSR,Biryani,350.0,3.5,gen_16182,True,,2026-05-15T17:50:27,low
Nandini Andhra Style Mess,Old Airport Road,"North Indian, Chinese, South Indian",350.0,3.5,gen_18403,True,,2026-05-15T17:50:27,low
Lava Kaffe,Banaswadi,Cafe,350.0,3.5,gen_23911,True,,2026-05-15T17:50:27,low
Perch,BTM,Italian,350.0,3.5,gen_30348,True,,2026-05-15T17:50:27,low
Hotel Rajesh,Sadashiv Nagar,South Indian,350.0,3.5,gen_40325,True,,2026-05-15T17:50:27,low
Amaravati - Pure Veg Restaurant,Kaggadasapura,"South Indian, North Indian, Chinese",350.0,3.5,gen_40967,True,,2026-05-15T17:50:27,low
Hattke,Sahakara Nagar,"North Indian, South Indian",350.0,3.5,gen_44348,True,,2026-05-15T17:50:27,low
Sketches,Sahakara Nagar,"South Indian, Fast Food",350.0,3.5,gen_44358,True,,2026-05-15T17:50:27,low
Coastal Curry,Vijay Nagar,"North Indian, Andhra, Chinese, Seafood",350.0,3.5,gen_46286,True,,2026-05-15T17:50:27,low
Husband's Kitchen,Sarjapur Road,"Fast Food, North Indian",350.0,3.5,gen_48951,True,,2026-05-15T17:50:27,low
Kabab Mirchi,Whitefield,"North Indian, Mughlai, Chinese",350.0,3.5,gen_50545,True,,2026-05-15T17:50:27,low
Cake Art,Basavanagudi,Bakery,400.0,3.5,gen_242,True,,2026-05-15T17:50:27,low
As On Fire,South Bangalore,"Pizza, Fast Food, BBQ",400.0,3.5,gen_356,True,,2026-05-15T17:50:27,low
Nammura Donne Biriyani,Basavanagudi,"Biryani, Fast Food",400.0,3.5,gen_377,True,,2026-05-15T17:50:27,low
Dining Hut,Kumaraswamy Layout,"North Indian, Chinese, South Indian",400.0,3.5,gen_432,True,,2026-05-15T17:50:27,low
Desi Swaad,Kumaraswamy Layout,North Indian,400.0,3.5,gen_434,True,,2026-05-15T17:50:27,low
Shiv Sai Hotel,Bannerghatta Road,North Indian,400.0,3.5,gen_979,True,,2026-05-15T17:50:27,low
Karama Restaurant,JP Nagar,Arabian,400.0,3.5,gen_1020,True,,2026-05-15T17:50:27,low
Chicken County Restaurant,Bannerghatta Road,"North Indian, Chinese, Fast Food",400.0,3.5,gen_1317,True,,2026-05-15T17:50:27,low
Thejas Bhavan,Bannerghatta Road,"North Indian, South Indian, Chinese",400.0,3.5,gen_1376,True,,2026-05-15T17:50:27,low
Ningi Family Restaurant,JP Nagar,"South Indian, Biryani, Chinese",400.0,3.5,gen_1716,True,,2026-05-15T17:50:27,low
Kanti Sweets,Bannerghatta Road,"Mithai, Street Food",400.0,3.5,gen_1850,True,,2026-05-15T17:50:27,low
Nammura Donne Biriyani,Basavanagudi,"Mughlai, Biryani",400.0,3.5,gen_2802,True,,2026-05-15T17:50:27,low
Bake and Juice,BTM,"Fast Food, Beverages",400.0,3.5,gen_2924,True,,2026-05-15T17:50:27,low
WOW! Momo,Marathahalli,"Chinese, Momos",400.0,3.5,gen_3870,True,,2026-05-15T17:50:27,low
Sri Krishna Sagar,HSR,"South Indian, North Indian, Chinese, Street Food, Juices",400.0,3.5,gen_3935,True,,2026-05-15T17:50:27,low
Bombay Sandwich Company,Sarjapur Road,"Sandwich, Beverages",400.0,3.5,gen_3937,True,,2026-05-15T17:50:27,low
Annapurna Foods,Bellandur,"North Indian, Chinese, Hyderabadi",400.0,3.5,gen_4035,True,,2026-05-15T17:50:27,low
Chriz Cafe,Sarjapur Road,"South Indian, Biryani",400.0,3.5,gen_4381,True,,2026-05-15T17:50:27,low
Sree Lakshmi Venkateshwara Andhra Mess,Marathahalli,"Andhra, South Indian",400.0,3.5,gen_4411,True,,2026-05-15T17:50:27,low
Andhra Spicy,Bellandur,"Andhra, Biryani",400.0,3.5,gen_4597,True,,2026-05-15T17:50:27,low
NH7 Refuel,Ulsoor,"North Indian, Chinese, Biryani",400.0,3.5,gen_5256,True,,2026-05-15T17:50:27,low
INDULGE by InnerChef,Indiranagar,"Desserts, Bakery",400.0,3.5,gen_5325,True,,2026-05-15T17:50:27,low
Drunken Monkey,Frazer Town,"Beverages, Fast Food",400.0,3.5,gen_5343,True,,2026-05-15T17:50:27,low
Donne Biriyani Mane,Church Street,"Biryani, Kebab",400.0,3.5,gen_5393,True,,2026-05-15T17:50:27,low
Just Bake,Shanti Nagar,"Bakery, Desserts",400.0,3.5,gen_5871,True,,2026-05-15T17:50:27,low
Expresso Restaurant,Whitefield,"Fast Food, Beverages",400.0,3.5,gen_7020,True,,2026-05-15T17:50:27,low
Cake Menu,Marathahalli,Bakery,400.0,3.5,gen_7039,True,,2026-05-15T17:50:27,low
Cake Dilim,Whitefield,Bakery,400.0,3.5,gen_7142,True,,2026-05-15T17:50:27,low
BBxR,Marathahalli,"Biryani, Kebab",400.0,3.5,gen_7283,True,,2026-05-15T17:50:27,low
Noibidya,Marathahalli,"North Indian, Bengali",400.0,3.5,gen_7322,True,,2026-05-15T17:50:27,low
Dawat,Marathahalli,"North Indian, Chinese",400.0,3.5,gen_7389,True,,2026-05-15T17:50:27,low
Meena's Kitchen,Marathahalli,"Continental, North Indian, Mexican",400.0,3.5,gen_7644,True,,2026-05-15T17:50:27,low
Paratha Darbar,Koramangala 1st Block,North Indian,400.0,3.5,gen_8859,True,,2026-05-15T17:50:27,low
D Fusion,Bommanahalli,"Fast Food, Chinese",400.0,3.5,gen_9152,True,,2026-05-15T17:50:27,low
Tomago Roast,BTM,"Fast Food, Beverages",400.0,3.5,gen_9437,True,,2026-05-15T17:50:27,low
Kaaka T Cafe,BTM,Fast Food,400.0,3.5,gen_9557,True,,2026-05-15T17:50:27,low
Tummy Delight,BTM,North Indian,400.0,3.5,gen_9583,True,,2026-05-15T17:50:27,low
Kullukki,Koramangala 5th Block,"Juices, Beverages, Fast Food",400.0,3.5,gen_9829,True,,2026-05-15T17:50:27,low
SVR Foods - Night Ka Khana,JP Nagar,"North Indian, South Indian",400.0,3.5,gen_10069,True,,2026-05-15T17:50:27,low
FrostBite,Koramangala 5th Block,"Desserts, Fast Food",400.0,3.5,gen_10105,True,,2026-05-15T17:50:27,low
WOW Momo,MG Road,"Tibetan, Momos",400.0,3.5,gen_12911,True,,2026-05-15T17:50:27,low
Dine Garden Family Restaurant,Electronic City,"Biryani, South Indian, North Indian, Chinese",400.0,3.5,gen_13445,True,,2026-05-15T17:50:27,low
Nainital North Indian Restaurant,Electronic City,North Indian,400.0,3.5,gen_13481,True,,2026-05-15T17:50:27,low
Yeruva Biriyani,Electronic City,"Biryani, Chinese",400.0,3.5,gen_13559,True,,2026-05-15T17:50:27,low
Tellimagic Restaurant,Electronic City,"North Indian, South Indian, Chinese",400.0,3.5,gen_13711,True,,2026-05-15T17:50:27,low
Spicy Tadka,Electronic City,"North Indian, Chinese, Bengali",400.0,3.5,gen_13884,True,,2026-05-15T17:50:27,low
Flavour A Azam,Electronic City,North Indian,400.0,3.5,gen_13906,True,,2026-05-15T17:50:27,low
Urban Udupi Veg Restaurant,Electronic City,"Chinese, North Indian, South Indian",400.0,3.5,gen_14137,True,,2026-05-15T17:50:27,low
Pizbur Trap,Kammanahalli,"American, Burger, Momos, Bengali",400.0,3.5,gen_14948,True,,2026-05-15T17:50:27,low
L'inoui,Frazer Town,Desserts,400.0,3.5,gen_15138,True,,2026-05-15T17:50:27,low
Cream Factory,RT Nagar,Desserts,400.0,3.5,gen_15304,True,,2026-05-15T17:50:27,low
M.M.A. Kabab & Rolls,Frazer Town,"Arabian, Mughlai, Chinese, Kebab, Fast Food",400.0,3.5,gen_15465,True,,2026-05-15T17:50:27,low
Eat Well,Indiranagar,"North Indian, Chinese",400.0,3.5,gen_15890,True,,2026-05-15T17:50:27,low
Reddy's Paradise,Sarjapur Road,"Fast Food, Chinese, North Indian, Biryani",400.0,3.5,gen_15934,True,,2026-05-15T17:50:27,low
CakeBox,HSR,"Bakery, Desserts",400.0,3.5,gen_16217,True,,2026-05-15T17:50:27,low
Agarwal Food Service,HSR,"North Indian, Chinese, Biryani",400.0,3.5,gen_16313,True,,2026-05-15T17:50:27,low
Yo! Thali,HSR,"North Indian, South Indian, Chinese",400.0,3.5,gen_16719,True,,2026-05-15T17:50:27,low
Cafe Velvette,Domlur,"Cafe, American, Italian, Continental",400.0,3.5,gen_17627,True,,2026-05-15T17:50:27,low
Punjabi Khazana,Indiranagar,North Indian,400.0,3.5,gen_18209,True,,2026-05-15T17:50:27,low
L'inoui - The Leela Palace,Old Airport Road,Desserts,400.0,3.5,gen_18330,True,,2026-05-15T17:50:27,low
Tandoori Club,Domlur,"North Indian, Chinese, Biryani",400.0,3.5,gen_18385,True,,2026-05-15T17:50:27,low
The French Loaf,Indiranagar,"Bakery, Desserts, Sandwich",400.0,3.5,gen_18541,True,,2026-05-15T17:50:27,low
Bake and Juice,BTM,Fast Food,400.0,3.5,gen_20298,True,,2026-05-15T17:50:27,low
Dabba Gosht,JP Nagar,"Arabian, Middle Eastern",400.0,3.5,gen_21865,True,,2026-05-15T17:50:27,low
Shree Udupi Grand,Kanakapura Road,"South Indian, Chinese, North Indian",400.0,3.5,gen_21987,True,,2026-05-15T17:50:27,low
The Milkshake Theory,Hennur,"Beverages, Fast Food",400.0,3.5,gen_24120,True,,2026-05-15T17:50:27,low
Ambujam's Chettinad Mess,Banaswadi,"South Indian, Chettinad",400.0,3.5,gen_24144,True,,2026-05-15T17:50:27,low
SV Indian Restaurant,Hennur,"North Indian, Chinese",400.0,3.5,gen_24237,True,,2026-05-15T17:50:27,low
Foodie's Affair,Nagawara,"North Indian, Chinese",400.0,3.5,gen_24321,True,,2026-05-15T17:50:27,low
Paper Cup Cafe,Kalyan Nagar,"Tea, Coffee, Fast Food",400.0,3.5,gen_24347,True,,2026-05-15T17:50:27,low
Skanda Cafe,Hennur,"South Indian, Chinese, North Indian",400.0,3.5,gen_24382,True,,2026-05-15T17:50:27,low
Sanju's Super Kitchen,Kammanahalli,"Pizza, Fast Food, American, Italian",400.0,3.5,gen_24404,True,,2026-05-15T17:50:27,low
Delhiz Taste,Nagawara,"North Indian, South Indian, Chinese",400.0,3.5,gen_24438,True,,2026-05-15T17:50:27,low
Best B Restaurant,HBR Layout,"South Indian, North Indian, Chinese, Kerala",400.0,3.5,gen_24575,True,,2026-05-15T17:50:27,low
Leung Fast Food,Banaswadi,"Chinese, Fast Food, Seafood, Momos",400.0,3.5,gen_25109,True,,2026-05-15T17:50:27,low
Sumac Resto Cafe,Kammanahalli,"Cafe, Turkish",400.0,3.5,gen_26015,True,,2026-05-15T17:50:27,low
Domino's Pizza,Kalyan Nagar,"Pizza, Fast Food",400.0,3.5,gen_26282,True,,2026-05-15T17:50:27,low
Gowdru Hotel,Banaswadi,South Indian,400.0,3.5,gen_26302,True,,2026-05-15T17:50:27,low
The French Corner,Kalyan Nagar,"Bakery, Desserts, Fast Food",400.0,3.5,gen_26320,True,,2026-05-15T17:50:27,low
